2023,11,6,"Tottenham","Chelsea",1,4
2023,9,30,"Tottenham","Liverpool",2,1
2023,9,24,"Liverpool","West Ham",3,1
2023,8,26,"Brighton","West Ham",1,3
2023,9,24,"Brighton","Bournemouth",3,1
2023,10,28,"Bournemouth","Burnley",2,1
2023,10,3,"Luton","Burnley",1,2
2023,9,30,"Everton","Luton",1,2
2023,9,23,"Brentford","Everton",1,3
2023,8,19,"Fulham","Brentford",0,3
2023,10,7,"Fulham","Sheffield United",3,1
2023,11,4,"Sheffield United","Wolverhampton",2,1
2023,9,30,"Wolverhampton","Manchester City",2,1
2023,8,19,"Manchester City","Newcastle",1,0
2023,11,4,"Newcastle","Arsenal",1,0
2023,8,21,"Crystal Palace","Arsenal",0,1
2023,9,30,"Manchester United","Crystal Palace",0,1
2023,8,26,"Manchester United","Nottingham",3,2
2023,11,5,"Nottingham","Aston Villa",2,0
2023,9,24,"Chelsea","Aston Villa",0,1
